,day,campaign,source,medium,channelGrouping,dimension4,hostname,landingPagePath,fullReferrer,goal1Completions,goal2Completions,goal3Completions,goal4Completions,goal5Completions,goal6Completions,goalCompletionsAll
267,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.2136233318.1675277504,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
268,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.264372235.1669356677,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
269,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.473954273.1674857952,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
270,2023-02-01,VITALDENT_ES_SEARCH_BRAND_Marca_Pura,google,cpc,Paid Search,GA1.2.702695201.1675284227,clinicas.vitaldent.com,www.vitaldent.com/es/,google,0,1,0,0,0,0,1
271,2023-02-01,VITALDENT_ES_SEARCH_GEN,google,cpc,Paid Search,GA1.2.1738573174.1675234471,clinicas.vitaldent.com,clinicas.vitaldent.com/,google,0,1,0,0,0,0,1
272,2023-02-01,VITALDENT_ES_SEARCH_GEN,google,cpc,Paid Search,GA1.2.669407405.1675259914,clinicas.vitaldent.com,www.vitaldent.com/es/implantes-dentales-unitarios/,google,0,1,0,0,0,0,1
273,2023-02-01,vitaldent:mivitaldentcmb,newsletter,crm,(Other),GA1.1.1608508366.1675282379,www.mivitaldent.com,www.mivitaldent.com/,newsletter,1,0,0,0,0,0,1
274,2023-02-01,vitaldent:mivitaldentcmb,newsletter,crm,(Other),GA1.1.21041147.1675258555,www.mivitaldent.com,www.mivitaldent.com/,newsletter,1,0,0,0,0,0,1
275,2023-02-01,vitaldent:mivitaldentcmb,newsletter,crm,(Other),GA1.1.647026194.1675257919,www.mivitaldent.com,www.mivitaldent.com/,newsletter,1,0,0,0,0,0,1
276,2023-02-01,vitaldent:mivitaldentcmb,newsletter,crm,(Other),GA1.2.2016793872.1675263423,www.mivitaldent.com,www.mivitaldent.com/,newsletter,1,0,0,0,0,0,1
277,2023-02-01,vitaldent:promo-15%-tratamientos,newsletter,crm,(Other),GA1.2.1779794794.1675262592,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
278,2023-02-01,vitaldent:promo-15%-tratamientos,newsletter,crm,(Other),GA1.2.1992197575.1675272304,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
279,2023-02-01,vitaldent:promo-15%-tratamientos,newsletter,crm,(Other),GA1.2.988449060.1675260602,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
280,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.1.1414411998.1675271976,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
281,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.1.878392101.1675268662,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
282,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1107636312.1662715283,clinicas.vitaldent.com,"clinicas.vitaldent.com/resultados?lat=41.4031163&lng=2.181871000000001&search=08013,+barcelona&bounds[sw]=41.39212014628446,2.169777619976017&bounds[ne]=41.40869706446328,2.187031136088962",newsletter,0,1,0,0,0,0,1
283,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.119271474.1675271095,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
284,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1325549876.1661435674,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
285,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1352037864.1670348103,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
286,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1534067965.1675271565,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
287,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1596624409.1675272476,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
288,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1645069247.1675283224,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
289,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1724619410.1675272477,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
290,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.17689554.1675270739,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
291,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1775413998.1675286366,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
292,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1927604125.1675277155,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
293,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.1993343749.1664451901,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
294,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.2025609374.1675268368,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
295,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.204782117.1675039777,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
296,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.289418352.1673368047,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
297,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.351173875.1675271523,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
298,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.388413867.1675270762,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
299,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.498994002.1666251229,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
300,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.54126047.1656344635,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
301,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.593366665.1675281096,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
302,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.6689035.1669670240,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
303,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.748717549.1675280471,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
304,2023-02-01,vitaldent:san-valentin,newsletter,crm,(Other),GA1.2.969772681.1672135420,clinicas.vitaldent.com,clinicas.vitaldent.com/,newsletter,0,1,0,0,0,0,1
